song,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Flashing Lights,-7.578,0,0.0399,0.0381,0,0.386,0.43,90.482,hip hop
4 Minutes (feat. Justin Timberlake & Timbaland),-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,pop
Hot N Cold,-3.956,1,0.0418,7.95E-05,0,0.0688,0.861,132.032,pop
Don't Stop The Music,-5.582,0,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,"hip hop, pop, R&B"
Sensual Seduction,-3.973,1,0.0682,0.003,3.46E-05,0.0578,0.504,120.163,"hip hop, pop"
Right Now (Na Na Na),-4.194,0,0.152,0.262,0,0.413,0.607,137.982,pop
Womanizer,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,pop
Pjanoo - Radio Edit,-4.949,0,0.0295,0.000563,0.812,0.112,0.836,125.99,"pop, Dance/Electronic"
Work,-6.351,0,0.0538,0.00499,0,0.291,0.623,102.757,"hip hop, pop, R&B"
Put On,-6.091,0,0.0353,0.00342,0,0.0887,0.272,137.616,"hip hop, pop"
Give It 2 Me,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,pop
When I Grow Up,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449,"pop, R&B"
Heartbreaker,-8.793,0,0.0732,0.0352,0.127,0.147,0.449,120.051,"hip hop, pop"
Crank That (Soulja Boy),-2.18,1,0.0786,0.515,0,0.0468,0.803,140.141,"hip hop, pop"
Piece of Me,-5.054,1,0.216,0.0902,0,0.0857,0.782,115.007,pop
Live Your Life,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,"hip hop, pop"
Closer,-6.437,0,0.0738,0.0225,5.20E-05,0.154,0.576,126.027,"pop, R&B"
A Milli,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,"hip hop, pop"
What You Got,-6.718,1,0.038,0.0327,0,0.18,0.305,119.974,"hip hop, pop, R&B"
See You Again,-5.098,0,0.177,0.0149,7.34E-05,0.112,0.801,138.975,pop
All I Ever Wanted - Radio Edit,-7.051,1,0.0508,0.164,0.00701,0.164,0.553,144.954,pop
Kiss Kiss (feat. T-Pain),-3.386,0,0.225,0.0506,0,0.0693,0.551,140.043,"hip hop, pop, R&B"
Paralyzer,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,"rock, metal"
The Boy Does Nothing,-2.423,0,0.121,0.121,7.74E-05,0.0317,0.845,87,pop
Dance Wiv Me - Radio Edit,-4.281,1,0.0451,0.0476,0,0.154,0.792,111.996,"hip hop, pop, Dance/Electronic"
Sweet About Me,-5.035,1,0.0288,0.0607,2.70E-06,0.163,0.585,131.977,R&B
Another Way to Die,-4.23,0,0.128,0.0239,3.02E-05,0.11,0.386,141.933,"rock, blues"
Hypnotized (feat. Akon),-7.421,1,0.0797,0.16,0,0.406,0.617,116.59,"hip hop, pop, R&B"
I Hate This Part,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,"pop, R&B"
Take You There,-4.321,0,0.0696,0.0182,0,0.256,0.634,115.033,"hip hop, pop, R&B"
Pocketful of Sunshine,-3.892,0,0.0391,0.203,0,0.108,0.682,110.019,pop
"You're Gonna Go Far, Kid",-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,"rock, pop, metal"
Homecoming,-7.059,1,0.189,0.337,0,0.115,0.918,86.917,hip hop
American Boy,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,R&B
Addicted,-4.146,1,0.0338,0.000821,0,0.0982,0.527,138.018,"rock, metal"
Propane Nightmares,-4.13,0,0.0825,0.000262,0.148,0.192,0.215,173.992,Dance/Electronic
My Life,-5.018,1,0.349,0.0724,0,0.0563,0.382,148.113,"hip hop, pop"
Damaged,-5.158,0,0.05,0.0912,0,0.151,0.818,120.01,"pop, R&B"
So What,-3.078,0,0.0425,0.000334,0,0.241,0.462,126.019,pop
Love Lockdown,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,hip hop
Cookie Jar (feat. The-Dream),-4.061,1,0.0282,0.0253,0,0.744,0.418,113.053,"hip hop, pop"
Paper Planes,-6.175,1,0.222,0.033,7.45E-05,0.65,0.485,172.247,"pop, rock"
It's Not My Time,-4.808,1,0.0602,0.00153,5.16E-06,0.118,0.282,127.962,"pop, rock, metal"
Wow,-5.466,1,0.202,0.151,0.000268,0.379,0.851,124.072,"pop, Dance/Electronic"
Touch My Body,-7.736,0,0.0502,0.0996,0,0.224,0.84,78.502,"pop, R&B"
Kids,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,rock
Shut Up and Let Me Go,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,"pop, rock, Dance/Electronic"
Got Money,-4.847,1,0.118,0.00188,0,0.676,0.702,82.48,"hip hop, pop"
Into the Night (feat. Chad Kroeger),-4.678,1,0.0331,0.0137,0,0.234,0.603,127.981,"rock, blues, latin"
I Luv Your Girl,-9.702,1,0.0341,0.014,0,0.119,0.0406,90.063,"hip hop, pop, R&B"
Wearing My Rolex - Radio Edit,-6.884,1,0.135,0.0468,0.000482,0.0667,0.755,131.942,"hip hop, Dance/Electronic"
Love in This Club (feat. Young Jeezy),-5.976,1,0.0732,0.0572,0,0.167,0.346,140.012,"hip hop, pop, R&B"
Black & Gold - Radio Edit,-5.65,0,0.0763,0.00116,2.39E-05,0.112,0.42,135.968,"pop, Dance/Electronic"
What's It Gonna Be (feat. Platnum),-4.758,1,0.0341,0.0085,0.0218,0.151,0.937,139.61,Dance/Electronic
That's Not My Name,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,"pop, rock, Dance/Electronic"
"Bust It Baby, Pt. 2 (feat. Ne-Yo)",-7.24,0,0.167,0.154,0,0.339,0.807,78.946,"hip hop, pop, R&B"
Broken Strings,-4.914,1,0.029,0.00967,0,0.0833,0.321,111.91,"pop, R&B"
Run,-6.166,0,0.0291,0.428,5.61E-06,0.122,0.0923,142.365,"pop, R&B"
Shake It,-3.836,1,0.0798,0.00221,3.09E-06,0.486,0.79,150.034,"pop, rock"
Whatever You Like,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,"hip hop, pop"
Can't Help but Wait,-5.564,0,0.0737,0.358,0,0.0912,0.611,94.977,"hip hop, pop, R&B"
Stop And Stare,-4.274,1,0.0332,0.0659,0,0.0756,0.251,92.474,pop
Hallelujah,-6.211,0,0.0291,0.654,0,0.195,0.0942,182.571,pop
Just Fine,-3.61,0,0.117,0.0394,0.000565,0.101,0.588,123.021,"pop, R&B"
One Step At a Time,-4.672,1,0.0289,0.0825,0,0.0384,0.691,102.028,"pop, R&B"
Viva La Vida,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,"rock, pop"
Sex on Fire,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,rock
Good Life,-6.881,1,0.346,0.00305,0,0.439,0.487,82.962,hip hop
Mercy,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,"pop, R&B"
Crush,-4.718,0,0.0322,0.00836,1.20E-05,0.0719,0.487,162.084,pop
Suffocate - Superclean,-8.391,0,0.361,0.64,0,0.118,0.447,82.82,"hip hop, pop, R&B, Dance/Electronic"
In Love With a Girl,-4.8,1,0.0438,0.0191,0,0.373,0.684,161.905,"pop, Folk/Acoustic"
Tattoo,-5.036,1,0.0399,0.431,0,0.101,0.547,168.005,"pop, R&B"
Violet Hill,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,"rock, pop"
Sexy Can I feat. Yung Berg,-6.007,1,0.325,0.299,0,0.614,0.926,172.155,"hip hop, pop, R&B"
Spotlight,-3.887,0,0.051,0.0448,0,0.072,0.659,108.984,"pop, R&B, easy listening"
Green Light (feat. André 3000),-5.59,0,0.119,0.0912,0,0.216,0.762,77.506,"pop, R&B"
Burnin' Up,-3.462,1,0.0817,0.0296,0,0.331,0.807,114.03,pop
Superstar (feat. Matthew Santos),-6.015,0,0.361,0.207,0,0.359,0.472,94.812,"hip hop, pop"
Forever,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,"hip hop, pop, R&B"
Chasing Pavements,-6.09,0,0.0255,0.291,0,0.111,0.329,80.045,"pop, R&B"
Better in Time,-4.251,1,0.0506,0.512,2.43E-05,0.13,0.549,163.953,"pop, R&B"
Clumsy,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,"pop, R&B"
Can't Believe It (feat. Lil' Wayne),-8.869,0,0.049,0.00179,0,0.0772,0.0756,89.828,"hip hop, pop, R&B"
I Gotta Feeling,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,"hip hop, pop"
Poker Face,-4.62,1,0.0787,0.118,1.64E-06,0.121,0.787,118.999,pop
Halo,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,"pop, R&B"
Sexy Bitch (feat. Akon),-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,"hip hop, pop, Dance/Electronic"
Right Round,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,"hip hop, pop"
Love Story,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,pop
Hotel Room Service,-8.164,1,0.227,0.00301,0.000249,0.0763,0.761,126.003,"hip hop, pop, latin"
Circus,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,pop
LoveGame,-5.611,0,0.0523,0.00569,2.43E-06,0.317,0.844,105.024,pop
Monster,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,"rock, pop, metal"
Omen,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002,"rock, pop, Dance/Electronic"
Meet Me Halfway,-6.857,0,0.0735,0.00474,2.17E-05,0.324,0.4,130,"hip hop, pop"
Heartless,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,hip hop
Day 'N' Nite (Nightmare),-6.359,0,0.0653,0.462,7.13E-06,0.122,0.803,138.018,hip hop
Just Dance,-4.541,0,0.0311,0.0264,4.26E-05,0.181,0.745,118.992,pop
If U Seek Amy,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,pop
I Know You Want Me (Calle Ocho),-5.995,1,0.149,0.0142,2.12E-05,0.237,0.8,127.045,"hip hop, pop, latin"
Obsessed,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443,"pop, R&B"
Sweet Dreams,-5.986,1,0.111,0.0895,1.86E-05,0.0618,0.788,121.949,"pop, R&B"
Release Me,-3.124,0,0.0321,0.00645,7.28E-05,0.108,0.716,127.973,"pop, Dance/Electronic"
Boom Boom Pow,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,"hip hop, pop"
She Wolf,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,"pop, latin"
Paparazzi,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,pop
Empire State Of Mind,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,hip hop
All The Right Moves,-3.527,1,0.0474,0.258,9.35E-06,0.283,0.65,146.024,pop
Birthday Sex,-5.603,0,0.0439,0.295,0,0.15,0.446,60.019,"hip hop, pop, R&B"
Evacuate The Dancefloor,-5.87,1,0.0432,0.0167,0,0.314,0.898,127.029,"hip hop, pop, Dance/Electronic"
New Divide,-3.365,0,0.0362,0.000235,0,0.0983,0.38,117.971,"rock, metal"
Let It Rock,-4.41,1,0.0397,0.000683,0,0.0678,0.434,113.172,"hip hop, pop"
Run This Town,-1.802,1,0.29,0.281,0,0.263,0.441,86.844,hip hop
Bad Romance,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,pop
Live Your Life,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,"hip hop, pop"
We Made You,-1.203,1,0.0792,0.107,1.45E-06,0.129,0.67,114.003,hip hop
Bonkers,-3.34,0,0.22,0.00615,0,0.253,0.74,126.127,"hip hop, pop, Dance/Electronic"
Love Sex Magic (feat. Justin Timberlake),-5.089,0,0.138,0.0206,0,0.342,0.874,107.011,"pop, R&B"
Russian Roulette,-5.754,0,0.0447,0.046,0,0.107,0.265,80.051,"hip hop, pop, R&B"
Turn My Swag On,-3.104,0,0.0269,0.000969,0,0.406,0.489,150.154,"hip hop, pop"
Intro,-8.871,0,0.027,0.459,0.925,0.128,0.152,100.363,rock
Down,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,"hip hop, pop, R&B"
Turnin Me On - Original Dirty,-5.09,1,0.061,0.00293,4.82E-06,0.134,0.0949,159.873,"pop, R&B"
When Love Takes Over (feat. Kelly Rowland),-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,"hip hop, pop, Dance/Electronic"
Fight For This Love,-5.873,1,0.0912,0.013,0,0.0679,0.727,122.988,"pop, Dance/Electronic"
Kiss Me Thru The Phone,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.998,"hip hop, pop"
Crack A Bottle,-2.571,1,0.186,0.0864,0,0.173,0.391,169.561,hip hop
Sober,-4.907,1,0.0299,0.0653,0,0.195,0.407,91.066,pop
Number 1,-3.912,0,0.0377,0.0105,0,0.483,0.747,114.912,"pop, Dance/Electronic"
"Mama Do (Uh Oh, Uh Oh)",-4.711,0,0.19,0.171,0,0.327,0.589,119.918,"pop, Dance/Electronic"
Beat Again - Radio Edit,-4.577,1,0.0712,0.0355,0,0.0759,0.968,120.02,pop
DONTTRUSTME,-3.742,0,0.254,0.0163,0,0.189,0.514,130.012,"hip hop, pop, rock"
Jai Ho! (You Are My Destiny),-3.919,0,0.061,0.0476,0,0.0797,0.879,136.202,set()
I Hate This Part,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,"pop, R&B"
Beautiful,-4.442,0,0.0889,0.123,0,0.112,0.629,130.015,pop
Bad Boys (feat. Flo Rida),-3.684,1,0.0538,0.0115,0,0.358,0.636,140.029,pop
Break Up,-7.355,1,0.363,0.428,0,0.173,0.475,73.881,"pop, R&B"
Forever,-2.278,0,0.342,0.249,0,0.182,0.54,104.02,"hip hop, pop, R&B"
Naturally,-5.406,0,0.0511,0.0185,1.01E-06,0.0534,0.875,132.612,"pop, Dance/Electronic"
Love Lockdown,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,hip hop
Untouched,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,"pop, Dance/Electronic"
Throw It In The Bag,-7.423,0,0.0473,0.174,0,0.0614,0.696,172.049,"hip hop, pop, R&B"
Whatcha Say,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,"hip hop, pop"
Not Fair,-6.982,1,0.0402,0.0447,0.00989,0.219,0.948,121.491,pop
Dead And Gone,-4.99,1,0.259,0.0402,0,0.601,0.47,135.021,"hip hop, pop"
Fire Burning,-2.513,1,0.0329,0.0192,0,0.331,0.888,122.973,"hip hop, pop, R&B"
Walking On A Dream,-5.594,0,0.0458,0.257,7.52E-06,0.0589,0.716,126.975,"rock, pop, Dance/Electronic"
Good Girls Go Bad (feat. Leighton Meester),-3.716,1,0.0815,0.0116,0,0.549,0.628,119.964,"pop, Dance/Electronic"
If Today Was Your Last Day,-5.749,1,0.0355,8.67E-05,0,0.092,0.568,89.956,"rock, metal"
Bulletproof,-2.771,0,0.0477,0.000441,6.47E-05,0.068,0.682,123.016,"pop, Dance/Electronic"
Fire,-5.643,1,0.0311,0.0874,0.149,0.117,0.179,117.029,rock
I'm Not Alone - Radio Edit,-6.614,1,0.0321,0.00481,0.105,0.317,0.435,130.99,"hip hop, pop, Dance/Electronic"
One Time,-2.528,0,0.0372,0.0631,7.13E-05,0.082,0.762,145.999,pop
Blame It,-5.426,1,0.103,0.0782,0,0.139,0.362,176.052,"hip hop, pop, R&B"
In For The Kill,-0.276,0,0.0455,0.00184,0,0.122,0.905,150.01,"pop, Dance/Electronic"
Uprising,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,rock
Gotta Be Somebody,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,"rock, metal"
Broken Strings,-4.914,1,0.029,0.00967,0,0.0833,0.321,111.91,"pop, R&B"
Whatever You Like,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,"hip hop, pop"
Holiday,-1.925,1,0.0448,0.0571,0,0.0415,0.855,117.985,"hip hop, pop, Dance/Electronic"
Single Ladies (Put a Ring on It),-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,"pop, R&B"
Love Drunk,-3.17,1,0.141,0.00177,3.39E-06,0.16,0.412,150.005,pop
Rockin' That Shit,-4.865,1,0.0422,0.123,0,0.362,0.627,78.005,"hip hop, pop, R&B"
Secrets,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,pop
Everybody in Love,-5.971,0,0.0327,0.0703,0,0.36,0.656,140.022,pop
Big Green Tractor,-5.035,1,0.0289,0.654,0,0.218,0.58,137.077,country
Never Say Never,-5.767,1,0.0317,0.568,8.18E-06,0.176,0.262,160.139,pop
The Fear,-6.948,1,0.0404,0.419,8.82E-05,0.107,0.522,134.002,pop
Sex on Fire,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,rock
Best I Ever Had,-2.673,0,0.33,0.0951,0,0.188,0.605,162.161,"hip hop, pop, R&B"
Already Gone,-2.996,1,0.0757,0.217,0,0.0768,0.294,78.139,"pop, R&B"
Party In The U.S.A.,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,pop
Battlefield,-3.472,1,0.0339,0.0178,0,0.0639,0.37,144.953,"pop, R&B"
Mad,-5.348,1,0.0343,0.665,0,0.11,0.691,129.94,"pop, R&B"
21 Guns,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,rock
Knock You Down,-4.78,1,0.16,0.00952,0,0.171,0.645,155.165,"pop, R&B"
You Belong With Me,-4.424,1,0.0384,0.164,2.46E-05,0.112,0.445,129.964,pop
Second Chance,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,"rock, metal"
I Love College,-4.075,1,0.243,0.0897,0,0.421,0.664,86.444,"hip hop, pop"
Waking Up In Vegas,-3.108,0,0.0346,0.0012,0,0.098,0.59,130.989,pop
My Life Would Suck Without You,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,"pop, R&B"
Little Lion Man,-8.05,1,0.0272,0.0275,3.19E-05,0.0873,0.455,138.585,"Folk/Acoustic, rock, pop"
You Found Me,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,pop
Just the Way You Are,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,pop
Love The Way You Lie,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,hip hop
Bad Romance,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,pop
Alors on danse - Radio Edit,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,pop
TiK ToK,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,"pop, Dance/Electronic"
Memories (feat. Kid Cudi),-3.932,1,0.255,0.00144,4.34E-06,0.251,0.375,129.983,"hip hop, pop, Dance/Electronic"
Dynamite,-3.724,1,0.0859,0.00379,0,0.036,0.816,119.975,"hip hop, pop"
Only Girl (In The World),-4.241,0,0.0432,0.129,1.07E-05,0.069,0.611,125.906,"hip hop, pop, R&B"
California Gurls,-3.729,1,0.0569,0.00446,0,0.163,0.425,125.014,pop
Take It Off,-5.292,0,0.0286,4.14E-05,0.00126,0.0867,0.74,125.036,"pop, Dance/Electronic"
Hot - Play & Win Radio Version,-6.079,0,0.28,0.0798,0.441,0.431,0.599,128,pop
Like A G6,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,"hip hop, pop"
Gettin' Over You (feat. Fergie & LMFAO),-5.077,0,0.0816,0.178,0,0.0773,0.45,129.944,"hip hop, pop, Dance/Electronic"
Barbra Streisand - Radio Edit,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,Dance/Electronic
Danza Kuduro (feat. Don Omar),-6.365,1,0.112,0.00713,0,0.0715,0.773,130.003,latin
Te Amo,-5.455,0,0.0818,0.541,0.000176,0.1,0.751,171.917,"hip hop, pop, R&B"
Carry Out (Featuring Justin Timberlake),-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,"hip hop, pop, R&B"
Gold Dust - Radio Edit,-0.74,1,0.147,0.255,0,0.392,0.295,176.985,"pop, Dance/Electronic"
Stereo Love - Radio Edit,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
Break Your Heart,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,"hip hop, pop"
Imma Be,-6.963,1,0.365,0.179,0,0.307,0.412,92.035,"hip hop, pop"
Riverside,-2.458,0,0.0445,0.00023,0.894,0.125,0.237,125.997,Dance/Electronic
Not Afraid,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,hip hop
Alejandro,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,pop
Rude Boy,-4.496,1,0.127,0.113,0,0.0788,0.812,173.906,"hip hop, pop, R&B"
Beautiful Monster,-6.99,0,0.131,0.209,5.32E-06,0.277,0.494,128.013,"pop, R&B"
Starstrukk,-6.086,0,0.0712,0.00153,0,0.207,0.263,139.896,"hip hop, pop, rock"
The Time (Dirty Bit),-7.798,0,0.0664,0.0662,2.77E-06,0.602,0.436,127.979,"hip hop, pop"
Commander,-3.859,0,0.138,0.0173,8.46E-06,0.362,0.567,124.638,"hip hop, pop, R&B"
One (Your Name) - Radio Edit,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,"pop, Dance/Electronic"
Deuces (feat. Tyga & Kevin McCall),-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,"hip hop, pop, R&B"
DJ Got Us Fallin' In Love (feat. Pitbull),-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,"hip hop, pop, R&B"
Replay,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,"hip hop, pop"
Club Can't Handle Me (feat. David Guetta),-3.911,1,0.0327,0.0283,0,0.064,0.473,127.966,"hip hop, pop"
Eenie Meenie,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,"hip hop, pop, R&B"
No Hands (feat. Roscoe Dash & Wale),-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,"hip hop, pop"
Written in the Stars (feat. Eric Turner),-4.188,1,0.0981,0.0613,0,0.219,0.534,91.881,"hip hop, pop, Dance/Electronic"
Talking to the Moon,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,pop
Can't Be Tamed,-2.919,0,0.144,0.0287,0,0.196,0.743,116.98,pop
Cooler Than Me - Single Mix,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,"hip hop, pop, Dance/Electronic"
Telephone,-5.903,1,0.0404,0.00521,0.000817,0.112,0.716,122.014,pop
We No Speak Americano (JT Radio Edit),-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,Dance/Electronic
Hard,-3.599,1,0.111,0.0121,0,0.649,0.163,182.032,"hip hop, pop, R&B"
Pass Out,-3.261,1,0.296,0.0281,0,0.143,0.532,91.1,"hip hop, pop, Dance/Electronic"
Whataya Want from Me,-4.706,0,0.0429,0.0055,0,0.0583,0.457,185.934,pop
Bottoms Up (feat. Nicki Minaj),-5.283,1,0.161,0.0205,0,0.385,0.329,74.008,"hip hop, pop, R&B"
If We Ever Meet Again (Featuring Katy Perry),-7.371,1,0.0393,0.00481,0,0.0605,0.394,126.091,"hip hop, pop, R&B"
I Like It,-2.881,0,0.0878,0.021,0,0.0594,0.73,129.007,"pop, latin"
Seek Bromance - Avicii’s Vocal Edit,-2.552,1,0.0401,0.0868,0,0.0403,0.52,126.026,"pop, Dance/Electronic"
OMG (feat. will.i.am),-5.81,0,0.0332,0.198,1.14E-05,0.36,0.326,129.998,"hip hop, pop, R&B"
Misery,-4.874,0,0.0424,0.000315,0,0.216,0.726,102.978,pop
Down,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,"hip hop, pop, R&B"
Man Down,-4.024,0,0.177,0.0436,0,0.0491,0.557,155.788,"hip hop, pop, R&B"
My First Kiss (feat. Ke$ha),-4.166,1,0.0804,0.00564,0,0.36,0.827,138.021,"hip hop, pop, rock"
Baby,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,pop
Teach Me How to Dougie,-4.981,1,0.141,0.2,9.43E-05,0.0939,0.512,85.013,"hip hop, pop"
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,-5.89,0,0.0674,0.00237,1.11E-05,0.402,0.658,125.03,"pop, Dance/Electronic"
Wavin' Flag,-6.416,1,0.0729,0.13,0,0.238,0.717,75.974,set()
How Low,-6.977,1,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,"hip hop, pop"
Blah Blah Blah (feat. 3OH!3),-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,"pop, Dance/Electronic"
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",-3.616,1,0.189,0.014,0,0.161,0.277,150.1,"hip hop, pop"
In My Head,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,"hip hop, pop"
I Need A Dollar,-7.116,0,0.0333,0.202,0,0.0873,0.957,95.498,R&B
Airplanes (feat. Hayley Williams of Paramore),-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,"hip hop, pop"
My Chick Bad,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,"hip hop, pop"
Just A Dream,-6.161,1,0.0305,0.0421,0,0.12,0.103,89.917,"hip hop, pop, R&B"
What's My Name?,-2.959,1,0.069,0.23,0,0.0797,0.583,100.025,"hip hop, pop, R&B"
Impossible,-3.631,1,0.0343,0.385,0,0.125,0.539,90.034,"pop, R&B"
The Flood,-6.077,0,0.044,0.0378,1.43E-06,0.122,0.138,100.631,pop
Say Aah (feat. Fabolous),-3.614,0,0.113,0.00453,0,0.833,0.81,93.01,"hip hop, pop, R&B"
Whatcha Say,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,"hip hop, pop"
Over,-5.611,1,0.279,0.0109,0,0.124,0.433,100.093,"hip hop, pop, R&B"
Kickstarts,-4.455,1,0.0573,0.00374,0,0.358,0.657,126.056,"pop, Dance/Electronic"
She Said,-5.85,0,0.141,0.301,3.03E-06,0.144,0.815,147.007,Dance/Electronic
Higher,-3.292,1,0.0341,0.049,6.81E-06,0.264,0.596,117.011,"pop, Dance/Electronic"
Do You Remember,-4.892,1,0.0644,0.0242,0,0.102,0.803,125.846,"hip hop, pop, R&B"
Hey Daddy (Daddy's Home),-4.262,1,0.0286,0.000176,0,0.107,0.352,95.975,"hip hop, pop, R&B"
Right Above It,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,"hip hop, pop"
All Time Low,-5.022,0,0.0563,0.352,0,0.0789,0.783,134.036,"pop, Dance/Electronic"
Your Love Is My Drug,-3.891,1,0.0982,0.00681,0,0.0889,0.756,120.057,"pop, Dance/Electronic"
Starry Eyed,-5.346,0,0.0389,0.135,1.42E-05,0.324,0.596,149.967,"pop, rock, Dance/Electronic"
Find Your Love,-6.005,0,0.173,0.0209,0,0.0286,0.738,96.033,"hip hop, pop, R&B"
Ridin' Solo,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,"hip hop, pop"
What You Know,-4.003,0,0.0407,0.000665,7.74E-06,0.0921,0.841,139.048,"World/Traditional, rock, pop"
Young Forever,-3.214,0,0.0693,0.417,0,0.211,0.103,140.329,hip hop
BedRock,-6.163,1,0.295,0.102,0,0.191,0.557,148.005,"hip hop, pop"
Nothin' on You (feat. Bruno Mars),-5.814,1,0.0493,0.386,0,0.0862,0.743,103.993,"hip hop, pop"
Teenage Dream,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,pop
This Ain't a Love Song,-4.157,1,0.0451,0.000431,0,0.378,0.553,176.667,"pop, rock"
