artist,song,duration_ms,explicit,year,popularity,danceability,energy,key
J. Cole,Power Trip (feat. Miguel),241160,TRUE,2013,0,0.667,0.61,1
Paramore,Still into You,216013,FALSE,2013,79,0.602,0.923,5
Christina Perri,human,250706,FALSE,2013,59,0.439,0.489,8
Drake,"Hold On, We're Going Home",227880,FALSE,2013,72,0.773,0.414,6
James Blunt,Bonfire Heart,238000,FALSE,2013,0,0.575,0.821,0
Maroon 5,Daylight,225066,FALSE,2012,66,0.656,0.674,7
Childish Gambino,3005,235662,TRUE,2013,0,0.681,0.463,6
Avril Lavigne,Here's to Never Growing Up,214080,TRUE,2013,0,0.483,0.871,0
Taylor Swift,22,232120,FALSE,2012,68,0.661,0.729,7
Passenger,Let Her Go,252866,FALSE,2012,73,0.509,0.538,7
Ariana Grande,The Way,227026,FALSE,2013,65,0.645,0.878,5
Rihanna,Stay,240706,FALSE,2012,76,0.621,0.31,9
Justin Timberlake,Suit & Tie (feat. Jay-Z),326280,TRUE,2013,67,0.795,0.596,11
Bruno Mars,When I Was Your Man,213826,FALSE,2012,83,0.612,0.28,0
Florida Georgia Line,Cruise,208960,FALSE,2012,57,0.457,0.948,10
Pharrell Williams,"Happy - From ""Despicable Me 2""",232720,FALSE,2014,79,0.647,0.822,5
Katy Perry,Dark Horse,215672,FALSE,2013,74,0.647,0.585,6
ScHoolboy Q,Collard Greens,299960,TRUE,2014,0,0.826,0.571,11
Iggy Azalea,Fancy,199938,TRUE,2014,69,0.912,0.716,10
Maroon 5,Animals,231013,FALSE,2014,79,0.279,0.742,4
Sam Smith,Stay With Me,172723,FALSE,2014,80,0.418,0.42,0
MAGIC!,Rude,224840,FALSE,2014,80,0.773,0.758,1
Sia,Chandelier,216120,FALSE,2014,78,0.399,0.787,1
John Legend,All of Me,269560,FALSE,2013,84,0.422,0.264,8
ZHU,Faded,223386,FALSE,2014,49,0.861,0.475,9
Meghan Trainor,All About That Bass,187920,TRUE,2015,72,0.807,0.887,9
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,FALSE,2014,50,0.645,0.891,6
Iggy Azalea,Black Widow,209423,TRUE,2014,67,0.743,0.72,11
Tove Lo,Habits (Stay High),209160,FALSE,2014,74,0.733,0.65,5
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165440,FALSE,2014,67,0.609,0.885,0
DJ Snake,You Know You Like It,247266,FALSE,2014,69,0.407,0.725,5
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,TRUE,2013,56,0.76,0.652,6
Maroon 5,Maps,189840,FALSE,2014,0,0.737,0.723,1
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,FALSE,2014,45,0.614,0.972,5
Tinashe,2 On (feat. ScHoolboy Q),227000,TRUE,2014,71,0.742,0.595,9
Route 94,My Love (feat. Jess Glynne),259934,FALSE,2014,72,0.814,0.622,8
Taylor Swift,Bad Blood,211933,FALSE,2014,54,0.646,0.794,7
Trey Songz,Na Na,231906,FALSE,2015,62,0.67,0.476,9
Calvin Harris,Under Control (feat. Hurts),184280,FALSE,2014,72,0.544,0.915,8
O.T. Genasis,CoCo,239573,TRUE,2014,61,0.886,0.628,8
Jason Derulo,Wiggle (feat. Snoop Dogg),193295,FALSE,2013,66,0.697,0.621,9
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399,FALSE,2014,66,0.76,0.886,9
Jeremih,Don't Tell 'Em,266840,TRUE,2015,74,0.856,0.527,2
Nicki Minaj,Anaconda,260240,TRUE,2014,66,0.964,0.605,9
Calvin Harris,Blame (feat. John Newman),212960,FALSE,2014,75,0.414,0.857,0
DJ Snake,Turn Down for What,213733,FALSE,2013,70,0.818,0.799,1
Pitbull,Timber (feat. Ke$ha),204160,FALSE,2012,80,0.581,0.963,11
OneRepublic,Counting Stars,257386,FALSE,2014,62,0.663,0.705,1
Bobby Shmurda,Hot N*gga,194561,TRUE,2014,73,0.794,0.51,9
Calvin Harris,Summer,224506,FALSE,2014,21,0.603,0.861,4
ScHoolboy Q,Man Of The Year,216013,TRUE,2014,0,0.743,0.861,3
Nico & Vinz,Am I Wrong,245866,FALSE,2014,76,0.729,0.675,8
Becky G,Shower,206166,FALSE,2014,78,0.699,0.529,2
Sigma,Nobody To Love - Radio Edit,189720,FALSE,2014,62,0.441,0.921,8
The Chainsmokers,#SELFIE - Original Mix,183750,FALSE,2014,0,0.789,0.915,0
Lorde,Team,193058,FALSE,2013,76,0.69,0.578,6
Rixton,Me And My Broken Heart,193733,FALSE,2014,77,0.545,0.783,5
Klingande,Jubel - Radio Edit,201626,FALSE,2013,50,0.686,0.524,0
Mr. Probz,Waves - Robin Schulz Radio Edit,208133,FALSE,2014,2,0.829,0.51,5
Paloma Faith,Only Love Can Hurt Like This,232893,FALSE,2014,80,0.566,0.885,8
Kiesza,Hideaway,251986,FALSE,2014,64,0.838,0.72,7
Ellie Goulding,Burn,231211,FALSE,2014,70,0.559,0.777,1
Ariana Grande,Break Free,214840,FALSE,2014,0,0.687,0.702,7
Kid Ink,Show Me (feat. Chris Brown),217800,TRUE,2014,68,0.711,0.508,7
Tove Lo,Talking Body,238426,TRUE,2014,66,0.736,0.761,4
Chris Brown,Loyal (feat. Lil Wayne & Tyga),264946,TRUE,2014,72,0.841,0.522,10
OneRepublic,Love Runs Out,224226,FALSE,2014,59,0.719,0.935,7
Olly Murs,Up (feat. Demi Lovato),224293,FALSE,2014,0,0.69,0.845,9
Peking Duk,High (feat. Nicole Millar),228000,FALSE,2014,48,0.525,0.803,0
Milky Chance,Stolen Dance,313684,FALSE,2014,73,0.885,0.581,11
Ed Sheeran,Don't,219840,FALSE,2014,72,0.806,0.608,1
Ariana Grande,Love Me Harder,236133,FALSE,2014,74,0.472,0.714,1
Enrique Iglesias,Bailando - Spanish Version,243386,FALSE,2014,66,0.718,0.792,7
Avicii,Hey Brother,255093,FALSE,2013,2,0.545,0.78,7
Jessie J,Bang Bang,199386,FALSE,2014,77,0.706,0.786,0
Duke Dumont,I Got U,285596,FALSE,2014,67,0.636,0.761,9
Gorgon City,Ready For Your Love,198880,FALSE,2014,61,0.677,0.753,5
Taylor Swift,Style,231000,FALSE,2014,61,0.588,0.791,7
MKTO,Classic,175426,FALSE,2012,82,0.72,0.791,1
Disclosure,Latch,255631,FALSE,2013,74,0.503,0.727,1
Ariana Grande,Problem,193920,FALSE,2014,73,0.66,0.805,1
Charli XCX,Boom Clap,169866,FALSE,2014,49,0.659,0.911,4
One Direction,Steal My Girl,228133,FALSE,2014,79,0.536,0.768,10
Tiësto,Red Lights,263890,FALSE,2013,0,0.653,0.829,10
Selena Gomez,The Heart Wants What It Wants,227360,FALSE,2014,58,0.616,0.789,7
Rita Ora,I Will Never Let You Down,203466,FALSE,2014,65,0.753,0.801,4
5 Seconds of Summer,She Looks So Perfect,202496,FALSE,2014,74,0.494,0.951,9
The Script,Superheroes,245466,FALSE,2014,74,0.49,0.885,3
Taylor Swift,Shake It Off,219200,FALSE,2014,79,0.647,0.8,7
One Direction,Night Changes,226600,FALSE,2014,83,0.672,0.52,8
Ed Sheeran,Sing,235382,FALSE,2014,69,0.818,0.67,8
Alesso,Heroes (we could be),209866,FALSE,2014,52,0.521,0.754,5
Tiësto,Wasted,188371,FALSE,2014,0,0.645,0.832,2
G.R.L.,Ugly Heart,198306,FALSE,2014,64,0.65,0.786,9
Coldplay,A Sky Full of Stars,267866,FALSE,2014,80,0.545,0.675,6
Clean Bandit,Rather Be (feat. Jess Glynne),227833,FALSE,2014,72,0.799,0.586,11
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,FALSE,2014,63,0.596,0.738,8
Sia,Elastic Heart,257200,FALSE,2014,70,0.421,0.791,9
One Direction,Story of My Life,245493,FALSE,2013,81,0.6,0.663,3
Alex & Sierra,Little Do You Know,185200,FALSE,2014,75,0.5,0.292,0
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580,TRUE,2014,55,0.733,0.676,10
Echosmith,Cool Kids,237626,FALSE,2013,71,0.719,0.671,8
Natalie La Rose,Somebody,189906,FALSE,2014,66,0.83,0.52,0
Vance Joy,Riptide,204280,FALSE,2014,80,0.484,0.731,1
Beyoncé,Drunk in Love (feat. Jay-Z),323480,TRUE,2014,70,0.589,0.621,5
Maroon 5,Sugar,235493,TRUE,2014,0,0.744,0.783,1
Ella Henderson,Ghost,213213,FALSE,2014,63,0.68,0.84,9
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",300840,FALSE,2013,71,0.581,0.0549,10
Chris Brown,New Flame (feat. Usher & Rick Ross),244226,TRUE,2014,67,0.702,0.629,1
Sheppard,Geronimo,218227,FALSE,2014,0,0.707,0.771,7
Olly Murs,Wrapped Up (feat. Travie McCoy),185640,FALSE,2014,0,0.787,0.848,1
Sam Smith,Money On My Mind,192670,FALSE,2014,62,0.688,0.841,2
Jason Derulo,Trumpets,217306,FALSE,2013,53,0.627,0.703,0
Nicki Minaj,Bed Of Lies,269946,TRUE,2014,53,0.716,0.67,11
Nick Jonas,Jealous - Remix,222213,TRUE,2014,0,0.685,0.709,11
Mark Ronson,Uptown Funk (feat. Bruno Mars),269666,TRUE,2015,82,0.856,0.609,0
Ed Sheeran,Thinking out Loud,281560,FALSE,2014,81,0.781,0.445,2
Wiz Khalifa,See You Again (feat. Charlie Puth),229525,FALSE,2015,81,0.689,0.481,10
Justin Bieber,What Do You Mean?,205680,FALSE,2015,77,0.845,0.567,5
Major Lazer,Lean On (feat. MØ & DJ Snake),176561,FALSE,2015,73,0.723,0.809,7
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252226,FALSE,2014,76,0.659,0.381,2
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,FALSE,2015,78,0.262,0.606,8
Calvin Harris,Outside (feat. Ellie Goulding),227266,FALSE,2014,78,0.646,0.823,2
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,FALSE,2014,75,0.596,0.73,9
Demi Lovato,Cool for the Summer,214746,TRUE,2015,0,0.586,0.613,5
Taylor Swift,Blank Space,231826,FALSE,2014,82,0.76,0.703,5
The Weeknd,The Hills,242253,TRUE,2015,84,0.585,0.564,0
The Neighbourhood,Daddy Issues,260173,FALSE,2015,85,0.588,0.521,10
Deorro,Five More Hours,211975,FALSE,2015,66,0.699,0.883,5
Avicii,The Nights,176658,FALSE,2014,85,0.527,0.835,6
DJ Snake,You Know You Like It,247266,FALSE,2014,69,0.407,0.725,5
Adam Lambert,Ghost Town,208330,TRUE,2015,46,0.703,0.736,4
Rae Sremmurd,No Type,200080,TRUE,2015,71,0.891,0.486,6
Taylor Swift,Bad Blood,200106,FALSE,2015,70,0.654,0.655,11
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,FALSE,2015,49,0.657,0.827,5
Robin Schulz,Sugar (feat. Francesco Yates),219043,FALSE,2015,76,0.636,0.815,5
Calvin Harris,How Deep Is Your Love,212640,FALSE,2015,76,0.738,0.868,11
Philip George,Wish You Were Mine - Radio Edit,177560,FALSE,2014,65,0.654,0.832,7
Trey Songz,Na Na,231906,FALSE,2015,62,0.67,0.476,9
Fall Out Boy,Centuries,228360,FALSE,2015,80,0.393,0.858,4
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,TRUE,2016,76,0.886,0.427,6
Lost Frequencies,Are You With Me - Radio Edit,138842,FALSE,2014,33,0.776,0.574,5
Twenty One Pilots,Stressed Out,202333,FALSE,2015,83,0.734,0.637,4
Fifth Harmony,Worth It (feat. Kid Ink),224573,FALSE,2015,73,0.884,0.765,8
KALEO,Way down We Go,219560,FALSE,2015,63,0.59,0.578,10
Sam Smith,Like I Can,167065,FALSE,2014,79,0.656,0.627,7
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,FALSE,2015,49,0.746,0.877,9
Martin Solveig,Intoxicated - New Radio Mix,159693,FALSE,2015,48,0.8,0.677,0
Avicii,Waiting For Love,230613,FALSE,2015,79,0.579,0.736,6
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,FALSE,2018,72,0.778,0.566,2
Taylor Swift,Wildest Dreams,220440,FALSE,2014,78,0.553,0.664,8
The Weeknd,In The Night,235653,TRUE,2015,0,0.48,0.682,7
Pitbull,Time of Our Lives,229360,TRUE,2014,80,0.721,0.802,1
Galantis,Runaway (U & I),227073,FALSE,2015,74,0.506,0.805,1
Rihanna,Bitch Better Have My Money,219305,TRUE,2015,73,0.781,0.728,1
Zara Larsson,Lush Life,202213,FALSE,2015,0,0.658,0.741,7
One Direction,Drag Me Down,192120,FALSE,2015,79,0.73,0.703,0
Travis Scott,Antidote,262693,TRUE,2015,73,0.713,0.526,1
Years & Years,King,215360,FALSE,2015,0,0.559,0.848,4
Demi Lovato,Confident,205745,TRUE,2015,64,0.594,0.749,3
Lemaitre,Closer,270589,FALSE,2017,59,0.583,0.785,2
Selena Gomez,Same Old Love,229080,FALSE,2015,69,0.672,0.593,11
Pia Mia,Do It Again,207746,TRUE,2015,72,0.712,0.564,8
Flo Rida,My House,192190,FALSE,2015,76,0.688,0.702,7
Silentó,Watch Me (Whip / Nae Nae),185131,FALSE,2015,0,0.819,0.768,8
Chris Brown,Ayo,225226,TRUE,2015,71,0.823,0.563,6
The Strumbellas,Spirits,203653,FALSE,2016,71,0.556,0.658,0
Fetty Wap,Trap Queen,222093,TRUE,2015,68,0.746,0.873,7
Tove Lo,Talking Body,238426,TRUE,2014,66,0.736,0.761,4
Beyoncé,11-Jul,213506,FALSE,2014,69,0.747,0.705,9
Lana Del Rey,High By The Beach,257573,TRUE,2015,67,0.536,0.486,11
Zara Larsson,Never Forget You,213427,FALSE,2017,73,0.583,0.732,11
Jeremih,oui,238320,FALSE,2015,77,0.418,0.724,5
Drake,Hotline Bling,267066,FALSE,2016,77,0.891,0.628,2
Selena Gomez,Kill Em With Kindness,217906,FALSE,2015,64,0.757,0.884,10
Birdy,Let It All Go,280757,FALSE,2015,68,0.383,0.43,10
Fetty Wap,679 (feat. Remy Boyz),196693,TRUE,2015,74,0.618,0.717,7
Ariana Grande,Love Me Harder,236133,FALSE,2014,74,0.472,0.714,1
The Weeknd,Can't Feel My Face,213520,FALSE,2015,79,0.705,0.769,9
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,FALSE,2015,55,0.336,0.664,7
X Ambassadors,Renegades,195200,FALSE,2015,75,0.526,0.862,2
R. City,Locked Away (feat. Adam Levine),227480,FALSE,2015,77,0.509,0.671,1
Kygo,Stole the Show,223186,FALSE,2016,74,0.64,0.635,8
Tame Impala,The Less I Know The Better,216320,TRUE,2015,83,0.64,0.74,4
Selena Gomez,Good For You,221560,TRUE,2015,0,0.6,0.676,5
Fetty Wap,My Way (feat. Monty),213053,TRUE,2015,55,0.748,0.741,6
Hozier,Take Me To Church,241688,FALSE,2014,81,0.566,0.664,4
Taylor Swift,Style,231000,FALSE,2014,77,0.588,0.791,7
Alessia Cara,Here,199453,FALSE,2015,0,0.379,0.799,0
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,FALSE,2015,66,0.261,0.302,5
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,FALSE,2015,47,0.599,0.869,0
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,TRUE,2015,68,0.589,0.658,11
Big Sean,I Don't Fuck With You,284386,TRUE,2015,75,0.824,0.733,1
Kygo,Firestone,271640,FALSE,2016,76,0.704,0.634,11
Drake,Jumpman,205879,TRUE,2015,0,0.853,0.558,1
Petit Biscuit,Sunset Lover,237792,FALSE,2015,71,0.783,0.467,6
Shawn Mendes,Stitches,206880,FALSE,2015,78,0.746,0.754,1
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,FALSE,2015,67,0.854,0.766,9
Selena Gomez,The Heart Wants What It Wants,227373,FALSE,2014,64,0.616,0.789,7
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,FALSE,2015,74,0.432,0.781,4
Ellie Goulding,On My Mind,213445,FALSE,2015,0,0.699,0.688,2
Bryson Tiller,Don't,198293,TRUE,2015,78,0.765,0.356,11
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,TRUE,2015,1,0.676,0.615,6
Joel Adams,Please Don't Go,210580,FALSE,2015,71,0.513,0.768,4
Zedd,I Want You To Know,238800,FALSE,2015,0,0.561,0.877,9
Jonas Blue,Fast Car,212424,FALSE,2015,67,0.644,0.57,9
BØRNS,Electric Love,218173,FALSE,2015,0,0.373,0.858,6
Sigala,Easy Love,229813,FALSE,2018,66,0.68,0.942,9
Justin Bieber,Sorry,200786,FALSE,2015,80,0.654,0.76,0
Ariana Grande,One Last Time,197266,FALSE,2014,79,0.628,0.593,8
Little Mix,Black Magic,211773,FALSE,2015,1,0.777,0.896,4
One Direction,Perfect,230333,FALSE,2015,77,0.647,0.823,2
Years & Years,Shine,255506,FALSE,2015,55,0.667,0.716,1
Meghan Trainor,Lips Are Movin,182666,FALSE,2015,70,0.775,0.825,7
Nicky Jam,El Perdón - Forgiveness,206666,FALSE,2017,51,0.736,0.719,8
The Weeknd,Starboy,230453,TRUE,2016,0,0.681,0.594,7
Drake,One Dance,173986,FALSE,2016,84,0.792,0.625,1
Justin Bieber,Love Yourself,233720,FALSE,2015,0,0.609,0.378,4
The Chainsmokers,Closer,244960,FALSE,2016,83,0.748,0.524,8
Adele,Hello,295502,FALSE,2015,1,0.471,0.431,5
Desiigner,Panda,246761,TRUE,2016,70,0.576,0.766,10
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,FALSE,2016,72,0.841,0.639,9
Sia,Cheap Thrills (feat. Sean Paul),224813,FALSE,2016,67,0.592,0.8,6
OneRepublic,Wherever I Go,169773,FALSE,2016,70,0.552,0.689,10
Rihanna,Work,219320,TRUE,2016,75,0.725,0.534,11
Coldplay,Hymn for the Weekend,258266,FALSE,2015,82,0.491,0.693,0
Justin Bieber,Sorry,200786,FALSE,2015,80,0.654,0.76,0
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,FALSE,2016,76,0.666,0.83,0
WILLOW,Wait a Minute!,196520,FALSE,2015,86,0.764,0.705,3
Desiigner,Tiimmy Turner,239853,TRUE,2016,67,0.603,0.725,6
G-Eazy,"Me, Myself & I",251466,TRUE,2015,77,0.756,0.674,0
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,FALSE,2016,68,0.367,0.915,9
Astrid S,Hurts So Good,208728,FALSE,2016,0,0.672,0.589,7
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,TRUE,2016,75,0.502,0.786,9
Twenty One Pilots,Heathens,195920,FALSE,2016,80,0.732,0.396,4
Future,Low Life (feat. The Weeknd),313546,TRUE,2016,74,0.722,0.331,8
Galantis,No Money,189126,FALSE,2016,67,0.671,0.916,6
The Chainsmokers,Don't Let Me Down,208373,FALSE,2016,79,0.532,0.869,11
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,TRUE,2016,62,0.916,0.804,0
Alok,Hear Me Now,192846,FALSE,2016,51,0.788,0.43,11
Jon Bellion,All Time Low,217603,TRUE,2016,70,0.617,0.567,0
Cheat Codes,Sex,228361,FALSE,2016,0,0.51,0.692,0
Meghan Trainor,NO,213506,FALSE,2017,69,0.557,0.803,1
Dua Lipa,Hotter Than Hell,187957,FALSE,2017,65,0.532,0.868,3
Martin Garrix,In the Name of Love,195706,FALSE,2016,76,0.501,0.519,4
Alan Walker,Faded,212106,FALSE,2018,78,0.468,0.627,6
Tove Lo,Cool Girl,197815,TRUE,2016,0,0.674,0.71,9
DJ Snake,Let Me Love You,205946,FALSE,2016,81,0.649,0.716,8
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,FALSE,2016,79,0.631,0.927,9
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,TRUE,2016,77,0.664,0.714,7
Kevin Gates,2 Phones,240000,TRUE,2016,69,0.895,0.681,7
Rihanna,Needed Me,191600,TRUE,2016,80,0.671,0.314,5
Ariana Grande,Side To Side,226160,TRUE,2016,0,0.648,0.738,6
Marshmello,Alone,273802,FALSE,2016,71,0.631,0.953,2
Shawn Mendes,I Know What You Did Last Summer,223853,FALSE,2015,73,0.687,0.761,9
Selena Gomez,Same Old Love,229080,FALSE,2015,69,0.672,0.593,11
Calvin Harris,My Way,219159,FALSE,2016,74,0.818,0.913,4
Fitz and The Tantrums,HandClap,193253,FALSE,2016,64,0.636,0.836,8
Twenty One Pilots,Ride,214506,FALSE,2015,80,0.645,0.713,6
Flo Rida,My House,192190,FALSE,2015,76,0.688,0.702,7
Ariana Grande,Dangerous Woman,235946,FALSE,2016,0,0.677,0.604,7
Anne-Marie,Alarm,205593,TRUE,2016,57,0.756,0.589,0
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,FALSE,2016,79,0.728,0.563,1
AlunaGeorge,I'm In Control,209425,FALSE,2016,0,0.734,0.847,11
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,FALSE,2016,68,0.716,0.908,8
MNEK,Never Forget You,213427,FALSE,2015,45,0.583,0.732,11
Mike Perry,The Ocean (feat. Shy Martin),183414,FALSE,2016,70,0.632,0.575,5
Drake,Hotline Bling,267066,FALSE,2016,0,0.903,0.62,2
Ariana Grande,Into You,244453,FALSE,2016,3,0.623,0.734,9
Shawn Mendes,Treat You Better,187973,FALSE,2017,82,0.444,0.819,10
Tory Lanez,Say It,237786,TRUE,2016,73,0.546,0.529,11
Coldplay,Adventure of a Lifetime,263786,FALSE,2015,76,0.638,0.924,7
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,FALSE,2016,0,0.79,0.705,0
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,FALSE,2016,69,0.332,0.635,7
X Ambassadors,Renegades,195200,FALSE,2015,75,0.526,0.862,2
DNCE,Cake By The Ocean,219146,TRUE,2016,79,0.774,0.753,4
99 Souls,The Girl Is Mine,216613,FALSE,2016,55,0.683,0.943,9
Illy,Papercuts (feat. Vera Blue),255889,FALSE,2016,51,0.369,0.618,6
Kiiara,Gold,225882,FALSE,2015,55,0.6,0.412,8
Kygo,Stole the Show,222813,FALSE,2016,0,0.678,0.633,8
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,FALSE,2016,75,0.803,0.585,8
Drake,Pop Style,212946,TRUE,2016,63,0.713,0.462,7
ZAYN,PILLOWTALK,203686,TRUE,2016,59,0.588,0.702,11
Alessia Cara,Here,199453,FALSE,2016,66,0.376,0.822,0
DJ Snake,Middle,220573,FALSE,2016,0,0.611,0.7,9
Sigala,Sweet Lovin' - Radio Edit,202149,FALSE,2015,46,0.683,0.91,10
Drake,Jumpman,205879,TRUE,2015,72,0.852,0.553,1
Charlie Puth,Dangerously,199133,FALSE,2016,62,0.696,0.517,2
Nick Jonas,Close,234213,FALSE,2016,69,0.654,0.623,6
Jonas Blue,Perfect Strangers,196613,FALSE,2016,0,0.742,0.819,1
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,FALSE,2016,0,0.608,0.798,6
The Chainsmokers,Roses,226738,FALSE,2015,73,0.713,0.802,4
Tory Lanez,LUV,228640,TRUE,2016,0,0.688,0.541,11
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,FALSE,2016,68,0.632,0.702,7
Bryson Tiller,Don't,198293,TRUE,2015,78,0.765,0.356,11
Steve Aoki,Just Hold On,198774,FALSE,2016,63,0.647,0.932,11
Clean Bandit,Tears (feat. Louisa Johnson),225914,FALSE,2016,60,0.605,0.77,5
Jonas Blue,Fast Car,212424,FALSE,2015,1,0.459,0.587,9
Flume,Never Be Like You,233337,TRUE,2016,0,0.443,0.558,0
Bastille,Good Grief,206493,FALSE,2016,65,0.73,0.758,1
Sia,The Greatest (feat. Kendrick Lamar),210226,FALSE,2016,68,0.668,0.725,1
PARTYNEXTDOOR,Not Nice,202661,FALSE,2016,62,0.598,0.496,0
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,TRUE,2016,77,0.492,0.275,6
Hilltop Hoods,1955,239280,FALSE,2016,63,0.766,0.5,11
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,FALSE,2016,62,0.689,0.791,0
Daya,"Sit Still, Look Pretty",202221,FALSE,2016,1,0.657,0.739,2
Kent Jones,Don't Mind,198236,TRUE,2016,63,0.464,0.771,8
Flume,Say It,262521,TRUE,2016,53,0.581,0.531,3
Bryson Tiller,Exchange,194613,TRUE,2015,76,0.525,0.433,6
MØ,Final Song,235826,FALSE,2016,66,0.695,0.672,1
Beyoncé,Sorry,232560,TRUE,2016,67,0.775,0.598,2
Little Mix,Shout Out to My Ex,246240,FALSE,2017,1,0.773,0.747,5
The Lumineers,Ophelia,160097,FALSE,2016,0,0.664,0.576,5
Frank Ocean,Pink + White,184516,FALSE,2016,79,0.544,0.552,9
Drake,Too Good,263373,TRUE,2016,74,0.794,0.653,7
Ed Sheeran,Shape of You,233712,FALSE,2017,84,0.825,0.652,1
Sean Paul,No Lie,221176,FALSE,2018,84,0.742,0.882,7
Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,FALSE,2017,0,0.66,0.786,2
Sam Smith,Too Good At Goodbyes,201000,FALSE,2017,79,0.681,0.372,5
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,FALSE,2016,75,0.72,0.763,9
Camila Cabello,Havana (feat. Young Thug),216896,FALSE,2017,1,0.768,0.517,7
Imagine Dragons,Thunder,187146,FALSE,2017,1,0.6,0.81,0
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265,FALSE,2018,68,0.783,0.61,7
The Chainsmokers,Something Just Like This,247160,FALSE,2017,83,0.617,0.635,11
Ed Sheeran,Perfect,263400,FALSE,2017,85,0.599,0.448,8
MGMT,Little Dark Age,299960,FALSE,2018,81,0.705,0.712,6
Travis Scott,goosebumps,243836,TRUE,2016,83,0.841,0.728,7
Billie Eilish,Bored,180933,FALSE,2017,84,0.614,0.318,7
Future,Mask Off,204600,TRUE,2017,79,0.833,0.434,2
G-Eazy,Him & I,268866,TRUE,2017,0,0.589,0.731,2
Maroon 5,Cold (feat. Future),234308,TRUE,2017,0,0.697,0.716,9
Rae Sremmurd,Swang,208120,TRUE,2016,75,0.681,0.314,8
Lil Peep,Save That Shit,231546,TRUE,2017,77,0.534,0.583,2
A$AP Ferg,Plain Jane,173600,TRUE,2017,74,0.797,0.844,11
French Montana,Unforgettable,233901,TRUE,2017,82,0.726,0.769,6
21 Savage,Bank Account,220306,TRUE,2017,74,0.884,0.347,8
Axwell /\ Ingrosso,More Than You Know,203000,FALSE,2017,0,0.645,0.741,5
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,FALSE,2017,77,0.259,0.437,11
J Balvin,Mi Gente,189029,FALSE,2017,53,0.548,0.701,11
Jax Jones,You Don't Know Me - Radio Edit,213946,TRUE,2016,1,0.876,0.669,11
Rae Sremmurd,Black Beatles,291893,TRUE,2016,75,0.794,0.632,0
Zara Larsson,Ain't My Fault,224030,FALSE,2017,67,0.576,0.782,6
Travis Scott,BUTTERFLY EFFECT,190677,FALSE,2017,0,0.763,0.598,11
Ayo & Teo,Rolex,238586,FALSE,2017,69,0.804,0.886,1
Lil Uzi Vert,XO Tour Llif3,182706,TRUE,2017,81,0.732,0.75,11
Imagine Dragons,Whatever It Takes,201240,FALSE,2017,80,0.672,0.655,10
